194,MP_dissstd_L10000_IC_0.2_0.1_x,"synthetic,map,dissstd",10000
195,MP_dissstd_L1000_IC_0.2_0.05_x,"synthetic,map,dissstd",1000
196,MP_dissstd_L300_IC_0.1_0.05_y,"synthetic,map,dissstd",300
197,MP_dissstd_L300_IC_0.1_0.1_x,"synthetic,map,dissstd",300
198,MP_dissstd_L5000_IC_0.05_0.05_y,"synthetic,map,dissstd",5000
199,MP_dissstd_L5000_IC_0.2_0.05_x,"synthetic,map,dissstd",5000
200,MP_dissstd_L5000_IC_0.2_0.2_y,"synthetic,map,dissstd",5000
201,MP_gingerbread_L10000_IC_0.53_3.7_x,"synthetic,map,chaos,gingerbreadman",10000
202,MP_gingerbread_L10000_IC_0.54_3.7_x,"synthetic,map,chaos,gingerbreadman",10000
203,MP_gingerbread_L10000_IC_0.5_3.7_x,"synthetic,map,chaos,gingerbreadman",10000
204,MP_gingerbread_L1000_IC_0.52_3.7_x,"synthetic,map,chaos,gingerbreadman",1000
205,MP_gingerbread_L1000_IC_0.53_3.7_x,"synthetic,map,chaos,gingerbreadman",1000
206,MP_gingerbread_L1000_IC_0.54_3.7_x,"synthetic,map,chaos,gingerbreadman",1000
207,MP_gingerbread_L300_IC_0.54_3.7_x,"synthetic,map,chaos,gingerbreadman",300
208,MP_gingerbread_L5000_IC_0.52_3.7_x,"synthetic,map,chaos,gingerbreadman",5000
209,MP_gingerbread_L5000_IC_0.54_3.7_x,"synthetic,map,chaos,gingerbreadman",5000
210,MP_henon_L10000_a1.4_b0.3_IC_0_0.9,"synthetic,map,henon",10000
211,MP_henon_L1000_a1.4_b0.3_IC_0_0.9,"synthetic,map,henon",1000
212,MP_henon_L300_a1.4_b0.3_IC_0.1_0.9,"synthetic,map,henon",300
213,MP_henon_L300_a1.4_b0.3_IC_0_0.8,"synthetic,map,henon",300
214,MP_henon_L5000_a1.4_b0.3_IC_0.1_0.8,"synthetic,map,henon",5000
215,MP_henon_L5000_a1.4_b0.3_IC_0.1_0.9,"synthetic,map,henon",5000
216,MP_henonapqm_L1000_IC_0.6_0.13_x,"synthetic,map,henonapqm",1000
217,MP_henonapqm_L1000_IC_0.6_0.13_y,"synthetic,map,henonapqm",1000
218,MP_henonapqm_L300_IC_0.6_0.13_x,"synthetic,map,henonapqm",300
219,MP_henonapqm_L300_IC_0.6_0.13_y,"synthetic,map,henonapqm",300
220,MP_henonapqm_L5000_IC_0.6_0.13_x,"synthetic,map,henonapqm",5000
221,MP_holmescubic_L10000_IC_1.6_0_y,"synthetic,map,holmescubic",10000
222,MP_holmescubic_L1000_IC_1.6_0_y,"synthetic,map,holmescubic",1000
223,MP_holmescubic_L1000_IC_1.7_0_y,"synthetic,map,holmescubic",1000
224,MP_holmescubic_L1000_IC_1.8_0_y,"synthetic,map,holmescubic",1000
225,MP_holmescubic_L300_IC_1.7_0_y,"synthetic,map,holmescubic",300
226,MP_holmescubic_L300_IC_1.8_0_y,"synthetic,map,holmescubic",300
227,MP_holmescubic_L5000_IC_1.7_0_y,"synthetic,map,holmescubic",5000
228,MP_holmescubic_L5000_IC_1.8_0_y,"synthetic,map,holmescubic",5000
229,MP_ikeda_L10000_IC_0.1_0_y,"synthetic,map,ikeda",10000
230,MP_ikeda_L10000_IC_0_0_y,"synthetic,map,ikeda",10000
231,MP_ikeda_L1000_IC_0.05_0_x,"synthetic,map,ikeda",1000
232,MP_ikeda_L1000_IC_0_0_x,"synthetic,map,ikeda",1000
233,MP_ikeda_L1000_IC_0_0_y,"synthetic,map,ikeda",1000
234,MP_ikeda_L300_IC_0.1_0_x,"synthetic,map,ikeda",300
235,MP_ikeda_L5000_IC_0.05_0_x,"synthetic,map,ikeda",5000
236,MP_ikeda_L5000_IC_0.1_0_y,"synthetic,map,ikeda",5000
237,MP_kaplanyorke_L10000_IC_0.70711_-0.4_x,"synthetic,map,kaplanyorke",10000
238,MP_kaplanyorke_L10000_IC_0.70711_-0.4_y,"synthetic,map,kaplanyorke",10000
239,MP_kaplanyorke_L1000_IC_0.70711_-0.4_x,"synthetic,map,kaplanyorke",1000
240,MP_kaplanyorke_L300_IC_0.70711_-0.4_x,"synthetic,map,kaplanyorke",300
241,MP_kaplanyorke_L300_IC_0.70711_-0.4_y,"synthetic,map,kaplanyorke",300
242,MP_kaplanyorke_L5000_IC_0.70711_-0.4_x,"synthetic,map,kaplanyorke",5000
243,MP_kaplanyorke_L5000_IC_0.70711_-0.4_y,"synthetic,map,kaplanyorke",5000
244,MP_lcg_L1000_x0_0.5,"synthetic,map,lcg",1000
245,MP_lcg_L1000_x0_0.7,"synthetic,map,lcg",1000
246,MP_lcg_L1000_x0_0.8,"synthetic,map,lcg",1000
247,MP_lcg_L300_x0_0.1,"synthetic,map,lcg",300
248,MP_lcg_L300_x0_0.2,"synthetic,map,lcg",300
249,MP_lcg_L300_x0_0.6,"synthetic,map,lcg",300
250,MP_lcg_L300_x0_0.7,"synthetic,map,lcg",300
251,MP_lcg_L300_x0_0.8,"synthetic,map,lcg",300
252,MP_lcg_L300_x0_0,"synthetic,map,lcg",300
253,MP_lcg_L5000_x0_0.9,"synthetic,map,lcg",5000
254,MP_lorenz3d_L10000_IC_0.51_0.51_-0.99_x,"synthetic,map,chaos,lorenz3d",10000
255,MP_lorenz3d_L10000_IC_0.51_0.5_-1_x,"synthetic,map,chaos,lorenz3d",10000
256,MP_lorenz3d_L1000_IC_0.51_0.5_-0.99_x,"synthetic,map,chaos,lorenz3d",1000
257,MP_lorenz3d_L1000_IC_0.51_0.5_-1_x,"synthetic,map,chaos,lorenz3d",1000
258,MP_lorenz3d_L1000_IC_0.5_0.51_-0.99_x,"synthetic,map,chaos,lorenz3d",1000
259,MP_lorenz3d_L1000_IC_0.5_0.5_-0.99_x,"synthetic,map,chaos,lorenz3d",1000
260,MP_lorenz3d_L1000_IC_0.5_0.5_-1_x,"synthetic,map,chaos,lorenz3d",1000
261,MP_lorenz3d_L300_IC_0.51_0.51_-0.99_x,"synthetic,map,chaos,lorenz3d",300
262,MP_lorenz3d_L300_IC_0.51_0.51_-1_x,"synthetic,map,chaos,lorenz3d",300
263,MP_lorenz3d_L300_IC_0.51_0.5_-1_x,"synthetic,map,chaos,lorenz3d",300
264,MP_lorenz3d_L300_IC_0.5_0.5_-1_x,"synthetic,map,chaos,lorenz3d",300
265,MP_lozi_L10000_a1.7_b0.5_IC_-0.2_0.1,"synthetic,map,lozi",10000
266,MP_lozi_L1000_a1.7_b0.5_IC_-0.2_0.1,"synthetic,map,lozi",1000
267,MP_lozi_L1000_a1.7_b0.5_IC_-0.2_0.15,"synthetic,map,lozi",1000
268,MP_lozi_L300_a1.7_b0.5_IC_-0.1_0.1,"synthetic,map,lozi",300
269,MP_lozi_L300_a1.7_b0.5_IC_-0.2_0.15,"synthetic,map,lozi",300
270,MP_lozi_L5000_a1.7_b0.5_IC_-0.2_0.15,"synthetic,map,lozi",5000
271,MP_pinchers_L10000_s1.9c_0.4,"synthetic,map,pinchers",10000
272,MP_pinchers_L10000_s2c_0.4,"synthetic,map,pinchers",10000
273,MP_pinchers_L1000_s2.1c_0.55,"synthetic,map,pinchers",1000
274,MP_pinchers_L1000_s2c_0.55,"synthetic,map,pinchers",1000
275,MP_pinchers_L5000_s2.1c_0.55,"synthetic,map,pinchers",5000
276,MP_pinchers_L5000_s2c_0.5,"synthetic,map,pinchers",5000
277,MP_pinchers_L5000_s2c_0.55,"synthetic,map,pinchers",5000
278,MP_predprey_L10000_IC_0.5_0.5_y,"synthetic,map,predprey",10000
279,MP_predprey_L1000_IC_0.55_0.55_x,"synthetic,map,predprey",1000
280,MP_predprey_L1000_IC_0.55_0.55_y,"synthetic,map,predprey",1000
281,MP_predprey_L300_IC_0.55_0.5_y,"synthetic,map,predprey",300
282,MP_predprey_L300_IC_0.5_0.5_x,"synthetic,map,predprey",300
283,MP_predprey_L5000_IC_0.55_0.55_y,"synthetic,map,predprey",5000
284,MP_predprey_L5000_IC_0.5_0.55_x,"synthetic,map,predprey",5000
285,MP_ricker_L1000_A16,"synthetic,map,ricker",1000
286,MP_ricker_L1000_A21,"synthetic,map,ricker",1000
287,MP_ricker_L1000_A22,"synthetic,map,ricker",1000
288,MP_ricker_L300_A16,"synthetic,map,ricker",300
289,MP_ricker_L5000_A23,"synthetic,map,ricker",5000
290,MP_ricker_L5000_A26,"synthetic,map,ricker",5000
291,MP_sinai_L10000_delta0.08_IC_0.55_0.55_x,"synthetic,map,sinai",10000
292,MP_sinai_L10000_delta0.08_IC_0.55_0.55_y,"synthetic,map,sinai",10000
293,MP_sinai_L10000_delta0.12_IC_0.55_0.55_x,"synthetic,map,sinai",10000
294,MP_sinai_L10000_delta0.1_IC_0.5_0.5_y,"synthetic,map,sinai",10000
295,MP_sinai_L300_delta0.08_IC_0.55_0.55_y,"synthetic,map,sinai",300
296,MP_sinai_L300_delta0.12_IC_0.55_0.5_x,"synthetic,map,sinai",300
297,MP_sinai_L300_delta0.1_IC_0.55_0.55_x,"synthetic,map,sinai",300
298,MP_sinai_L300_delta0.1_IC_0.5_0.55_x,"synthetic,map,sinai",300
299,MP_sinai_L5000_delta0.08_IC_0.55_0.5_x,"synthetic,map,sinai",5000
300,MP_sinai_L5000_delta0.08_IC_0.5_0.55_x,"synthetic,map,sinai",5000
301,MP_sinai_L5000_delta0.12_IC_0.5_0.5_y,"synthetic,map,sinai",5000
302,MP_sinecircle_L10000_x0_0.44,"synthetic,map,sinecircle",10000
303,MP_sinecircle_L10000_x0_0.71,"synthetic,map,sinecircle",10000
304,MP_sinecircle_L1000_x0_0.8,"synthetic,map,sinecircle",1000
305,MP_sinecircle_L300_x0_0.17,"synthetic,map,sinecircle",300
306,MP_sinecircle_L300_x0_0.44,"synthetic,map,sinecircle",300
307,MP_sinecircle_L300_x0_0.8,"synthetic,map,sinecircle",300
308,MP_sinecircle_L5000_x0_0.44,"synthetic,map,sinecircle",5000
309,MP_spence_L10000_x0_0.44,"synthetic,map,spence",10000
310,MP_spence_L10000_x0_0.7,"synthetic,map,spence",10000
311,MP_spence_L10000_x0_0.96,"synthetic,map,spence",10000
312,MP_spence_L1000_x0_0.27,"synthetic,map,spence",1000
313,MP_spence_L1000_x0_0.44,"synthetic,map,spence",1000
314,MP_spence_L1000_x0_0.66,"synthetic,map,spence",1000
315,MP_spence_L1000_x0_0.93,"synthetic,map,spence",1000
316,MP_spence_L5000_x0_0.27,"synthetic,map,spence",5000
317,MP_tent_L1000_A1.82,"synthetic,map,tent,chaos",1000
318,MP_tent_L1000_A1.94,"synthetic,map,tent,chaos",1000
319,MP_tent_L1000_A2,"synthetic,map,tent,chaos",1000
320,MP_tent_L300_A1.86,"synthetic,map,tent,chaos",300
321,MP_tent_L300_A1.94,"synthetic,map,tent,chaos",300
322,MP_tent_L300_A1.96,"synthetic,map,tent,chaos",300
